ptprf,ctnna1,znf207,psmd4,dctn2,acta2,atp6v1f,gnpat,vwf,plod3,polr2g,gmfb,nol7,fam20b,ap3b1,hsph1,tfrc,parp1,dap3,thy1,kpnb1,lsm2,hgs,creb3l2,cap2,sae1,c8orf33,parp12,ptcd1,lage3,slc41a3,chst4,plvap
5.954,7.924,8.596,8.642,8.525,7.713,8.123,9.188,3.905,8.286,7.294,7.191,9.762,5.722,4.856,9.453,9.024,7.286,8.315,4.276,9.032,6.254,7.938,9.329,6.795,8.651,6.749,8.145,5.826,6.881,5.384,3.457,5.283
6.959,6.555,6.524,8.416,7.585,9.27,7.697,7.686,5.279,6.978,6.512,3.463,7.191,4.911,4.471,6.705,7.257,6.195,7.37,3.738,8.138,5.875,6.041,6.728,3.989,6.753,4.361,7.124,5.419,4.913,4.242,4.511,4.635
7.209,7.567,8.618,8.709,9.169,7.86,9.54,8.217,5.784,8.842,8.263,5.695,9.406,5.792,4.333,8.348,9.988,6.661,8.485,4.907,9.869,5.169,8.455,7.668,5.362,7.369,6.745,7.573,6.767,7.99,5.498,4.017,6.078
6.77,6.713,7.239,7.974,7.928,8.343,7.741,8.2,5.481,7.435,6.577,4.557,7.766,5.371,4.091,7.162,8.949,5.988,7.398,4.334,7.889,5.166,6.974,7.263,4.266,6.312,4.728,6.351,5.186,5.627,5.286,5.629,4.827
6.839,7.748,8.918,9.384,8.838,8.421,7.727,9.152,4.564,7.163,8.235,6.472,8.49,6.83,5.575,7.684,9.165,7.913,9.456,5.094,9.848,6.7,7.745,7.211,6.187,8.209,6.387,6.485,5.098,6.187,5.553,3.954,6.862
7.381,6.309,6.707,8.58,8.121,8.61,7.686,8.316,5.946,7.564,7.173,4.272,8.327,6.275,5.139,6.863,8.266,6.096,7.639,3.977,8.98,4.591,6.876,6.966,4.767,5.707,4.954,6.389,5.157,6.351,5.082,5.49,5.535
6.62,5.055,5.744,7.022,7.918,7.359,6.982,7.562,3.528,7.183,6.258,3.765,6.075,4.851,4.053,6.956,7.902,6.308,7.617,4.691,5.639,3.809,5.945,5.957,4.371,4.887,4.098,5.242,4.777,5.75,4.827,4.86,4.097
6.869,6.465,6.791,8.183,7.892,8.707,7.517,8.343,5.546,7.348,6.488,3.978,7.749,5.052,4.056,7.192,8.905,5.723,7.413,4.098,8.181,4.95,6.891,6.524,4.394,6.124,4.95,6.184,5.349,5.279,5.164,6.747,4.536
6.344,6.371,6.689,8.104,7.789,9.065,7.576,8.786,4.651,7.376,6.896,4.468,7.824,4.906,4.059,6.945,7.446,5.807,7.702,3.893,8.116,4.851,7.104,7.3,4.217,6.109,4.45,6.341,5.824,5.064,5.131,5.374,5.038
6.646,7.021,8.15,10.115,8.437,8.53,9.134,9.979,4.154,7.716,7.726,4.924,9.711,5.56,5.074,7.751,9.393,7.971,8.769,4.035,8.81,5.88,7.673,9.246,4.841,8.288,6.551,6.71,5.541,5.975,5.784,4.303,5.762
7.416,7.469,7.751,8.93,8.932,8.426,8.572,9.305,6.427,7.899,7.705,5.976,8.5,5.858,5.027,9.357,9.654,7.023,8.231,4.474,8.429,4.863,7.288,8.406,5.583,8.226,7.029,7.667,5.756,6.678,5.07,3.954,7.89
7.314,7.44,7.779,9.708,9.151,8.697,8.89,9.143,6.007,8.016,8.594,5.391,9.042,6.534,4.498,8.827,9.472,7.665,9.311,5.06,9.385,5.909,8.633,7.401,6.532,8.16,5.45,6.455,6.392,6.647,5.776,4.132,7.814
7.442,7.386,8.465,9.349,8.764,8.343,8.319,10.801,5.545,7.916,8.063,6.836,9.376,5.607,4.448,8.307,10.276,7.169,8.641,4.469,9.162,6.82,7.953,7.355,7.251,8.195,6.169,8.995,5.487,6.949,5.947,3.938,5.985
